price
14865
32646
4612
2738
65529
11497
2840
50271
58315
59805
5040
41314
5838
5206
13917
6032
7145
10680
2966
4960
27864
7081
4452
6465
51457
6756
69997
56590
45918
28510
3813
5915
7551
51707
6126
4500
12054
60508
28872
17295
60508
2228
4453
6488
3090
49613
72783
51875
37985
7504
7426
11932
54115
57393
3000
5365
9670
7763
7047
4056
61873
2393
42424
21479
3024
4363
6112
57057
13883
14414
51819
17683
4327
18030
60508
6297
4979
1543
10680
56702
49725
49207
50297
4971
8853
5937
11319
5954
5107
4137
15146
3096
62591
74365
6324
4048
9840
3014
5178
9327
7344
5817
11205
6314
5178
4715
3153
12454
9265
12255
55377
5281
2343
52715
3646
56273
6375
3330
4672
43697
11520
28510
49553
6510
3334
11497
10777
48079
45600
20760
7469
16392
45371
4007
23838
9824
4417
4387
3980
4339
7410
38099
5949
64173
2361
9824
57081
49553
41064
6067
36565
14994
6090
41101
57992
6389
11129
2410
58125
54684
51817
8803
4276
5105
3363
6339
4019
19533
62625
17073
41113
48851
5441
2477
3334
5954
55087
44280
3681
11205
6128
72738
2901
6032
64831
5556
6122
5950
7595
3999
5760
38099
10188
24121
42521
4338
6489
66928
5177
60978
60232
7488
7387
6131
3334
59033
60160
4979
6120
3971
6033
12990
3788
5153
53152
14565
3569
24056
5632
11675
4590
5622
4755
3862
8043
3961
19741
12150
4348
49725
51875
4363
3096
6578
2723
51595
6314
4048
6461
6009
7489
3090
5441
2339
6461
11319
68386
3571
6207
4607
69997
3225
60396
5949
8118
6395
37244
7877
60555
2201
5414
5279
1105
6271
3862
2900
1551
56590
6432
49553
6495
6158
3971
11260
5042
9668
3569
51457
4784
5107
6968
4031
36763
47205
71058
4674
43376
45883
5949
55502
4363
17738
4028
4416
3916
4910
4272
3330
3512
4939
7329
4559
2409
5632
5654
3465
7053
6024
7484
42457
13182
38099
5060
9578
51707
1830
7221
6090
7927
84838
9840
69885
5657
5761
3153
57453
5152
6666
3393
9198
4363
6568
5037
4500
3959
6448
2651
5491
6488
8988
31432
54608
2150
5276
2836
3999
3014
5894
4337
3466
5859
8111
41974
51875
5788
6977
2056
2410
6158
2360
60260
60365
2696
7384
5761
54684
48851
17753
66928
4948
8560
9277
21285
38099
2477
4500
5435
11319
45672
3471
5697
11129
5939
80626
37985
13085
5309
6714
4417
10155
4499
6186
7425
49177
3831
57992
6287
3393
6312
3361
5227
61873
49725
13054
2723
60589
7053
60260
9178
8386
5943
7286
11448
3623
5102
73369
5037
13746
6568
2994
7360
3971
4853
6568
20684
32923
5060
3862
7176
5372
20760
6008
6195
54841
43165
7891
4020
11307
69168
49725
69065
6292
9798
12372
9007
86335
64025
5932
11069
42457
3393
5623
7425
6488
9277
6207
7183
62793
44405
4111
1788
4496
53757
5049
18943
54777
24215
5177
60865
7702
4357
8224
4173
8112
25427
5760
5850
5083
5102
77120
5206
41314
4210
54684
8869
5942
56702
6082
38099
41269
8140
6437
4827
7332
5953
6583
61684
4755
4417
15374
5040
6067
1998
62448
25470
3330
54608
56702
4165
2862
2464
5159
10056
65529
2056
13410
6488
1998
3940
5206
64407
3988
6487
3528
30198
57666
12149
8112
3389
6638
2098
4501
69997
6728
1998
3336
4702
54608
2723
7426
13095
12927
3091
24709
3379
67004
15268
4284
6554
36700
5954
12054
17569
6977
5963
58125
6122
6008
5144
60260
69244
14343
10017
5126
7877
48298
11675
7575
6568
12166
57920
50969
51405
6172
6701
36712
14264
5293
5007
3397
2792
3014
8885
41281
12557
5943
20760
2208
54684
7781
72730
44704
69549
8112
6450
12454
56702
34472
4453
51707
62748
58223
60508
10680
38043
19593
2482
27976
6292
12779
56702
6578
5939
3962
3862
11940
79461
4390
69001
6490
8639
49553
15368
13023
6294
3000
15058
11675
7584
11545
10400
6583
3610
56702
2994
2339
67769
7741
55502
6296
3496
4469
54841
42457
7584
3753
6461
2091
4721
4915
3862
20684
3987
29777
53440
8490
4456
10470
5950
62524
6067
54608
10469
5818
11783
4020
3543
4071
4672
4731
54608
4287
42424
4496
5293
45672
51817
12054
7999
68415
3521
66267
89729
4087
4132
5400
5276
51382
6170
8948
15192
10159
5888
7927
48851
38099
6287
51384
4926
5152
6009
62793
3912
6067
7950
99584
76009
4783
52287
24234
9201
3961
5467
4545
17794
51345
6437
3570
3334
2359
11205
3988
2228
4202
38099
24488
6461
9050
4755
40582
17473
5772
36546
6576
5178
28510
44144
5632
60508
19888
44144
50271
6444
4262
4862
11520
3916
16286
76684
3298
6437
66063
7420
6319
3591
6515
2700
6403
60260
57453
3385
7446
67004
19117
5549
3432
9512
2477
6825
5223
7106
4069
4367
6840
47844
4500
5625
6128
21108
4649
10802
3348
5939
8111
5177
5754
4731
7740
6450
39847
7958
8321
67004
2339
7240
5098
11488
7425
8776
44280
9486
69739
5960
15708
9933
69168
52175
5871
42521
4500
4357
54608
56590
39321
3393
61873
5761
4266
6598
2359
4170
6548
57939
13044
28510
9105
4230
9735
5430
8508
39555
3489
6432
3105
62560
3916
51595
6226
51707
54608
42212
6092
3020
2343
5892
18103
2723
9501
10018
4069
7982
3393
6339
4496
3381
52175
12499
52063
